annual_income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,interest_rate,employment_years,default
128366.09,0.142,0.462,0,6.0,37358.68,10.04,19.8,0
95190.75,0.212,0.293,0,29.6,29050.21,4.13,4.2,0
95878.63,0.29,0.191,1,9.0,9691.63,8.91,0.7,0
69265.71,0.176,0.198,0,7.2,12181.99,10.96,6.4,0
91125.51,0.252,0.297,1,13.5,26219.14,6.2,6.0,0
53696.1,0.381,0.417,0,22.6,15989.9,9.77,0.3,0
125861.81,0.231,0.871,1,1.1,18823.85,11.72,4.2,1
87876.04,0.139,0.176,0,10.8,10124.56,5.08,6.2,0
75397.29,0.104,0.457,0,7.9,17456.7,10.51,3.5,0
63063.91,0.41,0.282,0,3.2,17730.27,10.83,11.6,0
39950.22,0.528,0.493,0,1.1,7138.03,12.21,12.4,0
65933.89,0.355,0.713,0,14.4,12220.96,11.8,1.2,0
107796.46,0.483,0.298,1,2.7,49009.24,8.0,4.0,0
44644.39,0.339,0.594,1,0.5,6875.27,12.23,4.6,1
89770.42,0.046,0.058,0,19.0,24298.61,3.5,6.7,0
82725.88,0.316,0.199,0,11.4,5716.15,5.99,10.4,0
79419.51,0.287,0.428,0,6.0,6635.3,8.94,4.2,1
27870.05,0.242,0.372,0,4.2,9455.04,8.47,3.8,0
44310.85,0.386,0.436,2,5.6,17654.29,9.43,3.6,1
33927.31,0.198,0.367,1,4.4,5168.16,7.58,7.4,0
68221.41,0.33,0.426,0,21.4,14498.45,7.02,2.1,0
45295.73,0.156,0.216,0,10.5,15682.33,5.82,1.5,0
56187.55,0.266,0.575,0,5.8,6580.15,9.13,14.0,0
41036.23,0.396,0.662,0,17.5,4718.67,13.76,2.2,0
53992.45,0.403,0.632,0,5.8,22470.45,8.16,24.5,0
37121.91,0.33,0.444,0,12.6,16411.27,6.97,6.6,0
94780.75,0.171,0.537,0,11.8,15716.17,7.35,4.2,0
103349.11,0.389,0.346,0,1.7,32987.02,9.49,7.9,0
85750.87,0.149,0.282,0,14.8,26515.98,9.93,6.2,0
55188.49,0.272,0.735,0,6.6,23527.17,10.8,2.0,0
20205.41,0.316,0.872,3,8.2,5903.69,13.54,3.1,1
53259.81,0.216,0.31,0,6.0,15631.9,7.28,11.0,0
50394.17,0.22,0.531,0,10.9,8882.62,9.43,4.4,0
73869.86,0.275,0.385,1,7.3,29399.88,7.25,7.6,0
109821.75,0.365,0.323,0,2.1,48644.85,7.83,10.1,0
64450.69,0.375,0.456,0,7.5,15742.88,8.48,0.3,0
121014.58,0.31,0.37,1,11.1,15164.18,9.86,5.5,0
57617.71,0.291,0.633,0,7.0,13916.61,9.24,2.9,0
52117.59,0.306,0.472,0,20.1,4092.74,8.44,6.9,0
121755.51,0.39,0.559,0,6.6,42850.82,9.95,1.9,1
59705.51,0.216,0.669,1,28.9,21496.18,7.97,8.1,0
62383.87,0.163,0.263,1,11.6,11437.76,8.47,1.5,1
160931.58,0.105,0.319,0,4.2,62897.34,5.58,7.4,0
81860.95,0.172,0.211,1,6.3,32089.92,9.15,7.2,0
69865.3,0.343,0.092,0,9.8,17684.69,7.99,6.5,0
47430.27,0.197,0.735,1,16.2,13371.88,13.2,6.9,0
123017.19,0.2,0.795,1,12.6,41538.68,10.32,15.4,1
96304.87,0.149,0.022,0,5.8,40113.81,6.22,3.6,0
66078.56,0.412,0.395,0,5.3,8029.71,7.74,4.3,0
94769.0,0.291,0.459,1,6.4,39303.01,10.08,1.4,1
101611.35,0.271,0.639,0,13.8,21071.14,9.45,1.8,0
88035.89,0.311,0.404,0,4.2,26775.42,8.1,5.5,0
99718.26,0.407,0.395,0,0.9,25551.72,8.13,11.5,0
68182.81,0.416,0.278,0,12.5,7741.32,10.04,11.2,0
107187.15,0.13,0.441,0,26.2,20879.99,6.58,3.3,0
50555.21,0.364,0.22,0,9.8,22713.27,8.69,17.1,0
145739.18,0.363,0.742,1,5.7,27858.19,12.78,1.8,0
34827.06,0.459,0.469,1,22.8,13408.04,6.8,8.7,0
73295.86,0.287,0.292,3,3.7,7363.27,8.84,2.7,1
23041.27,0.38,0.841,2,7.0,5589.54,12.34,2.6,1
58800.14,0.39,0.711,0,9.8,17338.9,12.64,4.3,1
43135.09,0.348,0.55,1,7.1,13081.72,9.82,4.7,0
76233.58,0.235,0.799,0,4.7,36006.82,13.9,9.5,1
93917.56,0.26,0.373,1,6.8,30478.15,9.57,9.7,0
45184.69,0.431,0.186,0,22.5,13702.52,6.21,8.2,0
59828.08,0.245,0.939,0,8.1,22908.1,10.68,7.7,1
124384.66,0.222,0.81,0,11.0,60148.56,13.36,8.9,0
33957.18,0.351,0.879,1,9.0,8731.11,12.68,13.0,0
46705.27,0.227,0.282,0,5.0,17008.36,7.17,2.9,0
109123.29,0.265,0.032,1,4.8,30195.54,9.52,7.4,0
72639.67,0.421,0.368,0,6.4,24130.8,11.12,7.8,1
65114.42,0.218,0.457,0,5.9,12694.56,8.29,5.7,0
97095.64,0.346,0.457,1,15.1,41247.59,7.39,4.4,0
54562.86,0.067,0.368,0,12.6,13223.73,5.65,8.5,0
46910.99,0.302,0.677,0,8.5,14031.17,10.35,7.3,0
55431.89,0.167,0.712,0,13.6,22317.9,9.24,1.2,0
53375.02,0.329,0.354,1,2.4,8335.72,9.42,4.8,0
133378.75,0.34,0.595,0,17.5,43418.2,5.75,9.6,0
23393.61,0.282,0.819,3,1.4,3411.68,11.95,8.3,1
40983.71,0.241,0.079,0,7.2,5068.29,4.68,1.1,0
34308.8,0.255,0.386,1,3.2,4461.99,9.78,13.2,0
120936.53,0.409,0.15,2,7.9,46128.04,8.85,4.9,0
58231.66,0.343,0.127,0,2.0,11483.13,8.22,8.8,0
58812.92,0.233,0.544,0,4.4,27972.04,7.37,5.0,0
32692.21,0.396,0.452,0,12.2,3167.6,9.31,9.1,0
65090.11,0.262,0.742,1,8.0,4559.25,12.69,2.0,0
110586.03,0.214,0.549,0,4.4,43712.71,9.03,9.8,0
64264.33,0.24,0.148,0,0.5,20176.62,6.98,5.8,0
71058.33,0.253,0.244,0,12.8,25594.8,6.22,5.9,0
29304.39,0.311,0.378,1,14.0,12306.72,9.17,8.1,0
55243.77,0.505,0.543,0,9.2,21795.12,10.06,4.5,0
91244.58,0.343,0.256,1,4.5,31292.9,9.52,8.0,0
38875.52,0.413,0.394,0,5.9,8952.06,8.85,5.7,0
116747.98,0.291,0.398,0,5.9,33996.08,8.45,4.1,0
94051.82,0.403,0.272,0,24.9,27664.92,5.87,9.7,0
57220.2,0.15,0.29,1,4.9,26172.15,11.29,5.2,0
96213.38,0.329,0.392,0,6.4,13495.94,6.69,5.7,0
79353.89,0.273,0.55,0,8.6,11636.31,10.0,4.7,1
115648.19,0.421,0.465,0,26.2,30086.06,4.77,3.9,0
155646.58,0.306,0.516,1,10.2,27274.25,9.35,0.6,0
45771.55,0.142,0.42,0,5.1,15184.47,7.42,17.0,0
108419.39,0.355,0.561,0,9.8,9029.63,8.82,3.2,0
118291.43,0.308,0.432,1,5.3,38257.64,8.07,3.5,1
39521.4,0.124,0.585,0,2.8,13475.5,7.37,12.2,0
76166.25,0.115,0.01,0,12.4,8989.61,3.7,5.1,0
37172.96,0.465,0.454,0,8.2,7635.5,8.73,2.8,0
58627.52,0.498,0.162,0,1.9,13875.56,13.14,12.9,0
51261.77,0.383,0.295,1,7.9,8074.64,8.61,7.3,0
63262.81,0.319,0.627,1,7.8,13109.95,13.18,3.2,0
136810.76,0.217,0.172,0,12.8,58500.13,4.81,6.8,0
24570.89,0.313,0.418,1,12.7,7642.16,9.83,8.1,0
46640.49,0.286,0.385,1,6.2,6818.48,11.34,1.7,0
85973.93,0.288,0.414,1,7.0,9556.43,9.09,2.1,0
91821.68,0.358,0.937,1,3.4,22171.86,15.65,9.7,1
39382.48,0.17,0.378,0,4.8,16586.12,5.77,15.7,0
100701.84,0.274,0.102,0,14.7,13927.06,8.32,7.2,0
111955.52,0.377,0.234,0,3.8,22923.68,8.66,4.1,0
80327.79,0.173,0.133,0,6.9,18829.57,5.93,10.8,0
29265.09,0.368,0.405,1,1.0,4282.36,12.19,4.4,1
72342.66,0.604,0.543,2,8.6,28412.19,10.79,1.9,1
119741.78,0.37,0.714,0,7.1,43452.02,11.98,2.1,1
36237.11,0.332,0.258,1,14.6,10785.37,7.94,3.4,0
70237.08,0.113,0.352,1,5.2,9900.68,8.8,9.6,0
95214.76,0.477,0.964,2,4.6,25441.0,15.61,9.8,1
72986.04,0.288,0.747,0,9.8,33112.95,8.12,7.0,0
37689.0,0.251,0.01,0,6.9,2925.64,6.38,3.3,0
66144.12,0.271,0.462,3,10.5,21976.31,13.33,6.2,1
35483.49,0.469,0.755,0,8.7,12534.62,10.79,3.5,1
37135.56,0.34,0.399,1,8.9,9471.48,11.21,10.1,1
36097.3,0.327,0.01,1,10.0,8854.0,8.37,5.4,0
132250.16,0.102,0.221,0,3.7,52040.4,5.88,4.2,0
60960.71,0.075,0.027,0,2.5,12107.62,3.5,8.3,0
68600.25,0.174,0.24,0,5.2,8536.67,7.76,3.5,0
116040.04,0.209,0.026,0,9.2,40870.7,5.28,1.8,0
70195.76,0.319,0.333,0,14.1,7583.51,8.61,1.3,0
89734.26,0.194,0.061,0,10.3,23192.53,4.34,10.2,0
102584.14,0.332,0.304,2,5.7,29342.65,9.39,3.9,0
69941.4,0.433,0.436,0,12.2,6529.37,7.83,0.8,0
49801.2,0.334,0.458,0,5.9,6318.13,9.9,3.2,0
39555.93,0.241,0.488,0,8.0,7938.63,8.47,1.0,0
79196.6,0.37,0.01,0,19.4,35452.92,3.69,5.2,0
72249.06,0.142,0.444,0,21.8,8899.45,8.51,7.8,0
122437.9,0.079,0.25,0,24.9,46334.68,3.96,6.4,0
163660.67,0.214,0.238,0,7.2,63165.78,7.99,2.1,0
60151.81,0.274,0.693,1,6.3,29007.56,11.63,15.1,1
33013.21,0.373,0.685,1,5.4,9995.77,11.5,12.1,0
23516.84,0.2,0.571,0,6.8,4719.52,10.51,7.2,0
53636.53,0.278,0.443,1,8.6,15813.99,7.14,3.3,0
37408.73,0.187,0.87,0,4.0,15373.34,11.97,15.8,1
41643.99,0.26,0.309,0,9.1,19289.15,6.93,1.6,0
82938.79,0.317,0.32,0,9.8,23112.02,6.02,1.7,0
68169.26,0.154,0.249,0,5.5,25501.91,9.47,3.8,0
166246.88,0.43,0.19,1,21.4,71988.58,5.9,2.5,0
93915.63,0.203,0.222,0,16.9,30220.19,8.42,6.2,0
184952.46,0.221,0.489,0,6.8,49639.0,12.87,1.8,1
91454.66,0.387,0.494,0,3.7,16001.22,17.61,5.8,1
133880.69,0.159,0.179,0,7.3,49805.85,3.6,7.0,0
53247.88,0.379,0.834,0,9.2,25880.31,12.36,4.4,0
43780.82,0.499,0.384,0,12.1,19686.72,7.66,8.7,0
53711.56,0.222,0.344,0,2.1,8774.17,10.4,3.3,0
54183.49,0.357,0.35,1,13.5,23464.61,8.8,4.1,0
51671.28,0.338,0.445,3,20.9,7886.4,12.71,6.7,0
36299.02,0.426,0.228,2,3.9,16395.77,10.11,2.3,0
110643.69,0.229,0.01,0,12.4,38614.9,5.71,7.0,0
45248.75,0.19,0.805,0,12.2,19234.08,11.32,7.8,0
32427.32,0.159,0.504,2,10.4,2625.61,7.21,2.9,0
29170.95,0.289,0.623,2,8.0,7244.76,9.99,5.5,1
83146.94,0.342,0.182,0,9.4,32362.9,8.28,17.4,0
42916.66,0.128,0.066,0,8.0,7825.1,6.38,4.5,0
48276.96,0.435,0.558,0,12.6,11469.45,8.59,5.7,0
102855.41,0.204,0.019,0,25.2,16024.49,4.9,3.0,0
92693.15,0.221,0.535,0,7.3,19251.23,6.58,8.6,0
46957.03,0.246,0.475,0,8.5,17132.3,10.09,5.4,0
35307.46,0.211,0.481,0,12.9,14369.56,10.38,7.4,0
40152.52,0.468,0.45,1,3.2,15487.12,12.11,5.3,1
86700.65,0.328,0.856,1,6.0,34906.26,14.6,6.8,1
84257.55,0.3,0.572,3,10.9,15422.5,9.88,6.6,1
85327.45,0.374,0.077,0,7.9,29302.57,9.75,4.3,0
136275.84,0.072,0.116,0,8.6,30206.28,5.52,1.7,0
161683.45,0.226,0.205,1,17.2,28345.08,8.74,3.0,0
64910.85,0.302,0.011,0,6.4,23088.84,3.5,1.8,0
128470.1,0.442,0.713,0,7.6,33162.44,12.49,3.6,1
63827.52,0.128,0.388,1,4.3,21440.53,10.02,6.6,1
123534.6,0.203,0.377,0,8.6,24970.18,8.34,7.3,0
88220.3,0.311,0.195,3,5.6,33854.7,6.61,3.8,1
31611.29,0.121,0.01,0,6.0,8693.54,6.17,8.8,0
37804.88,0.421,0.255,1,10.6,9670.49,5.52,4.1,1
40846.6,0.279,0.247,1,6.4,4126.15,4.6,11.9,0
24014.79,0.303,0.937,1,12.5,9205.56,12.59,1.4,1
110433.87,0.121,0.457,1,7.6,31375.79,9.15,1.7,0
165904.55,0.349,0.372,0,4.1,59760.85,12.59,4.8,0
58387.1,0.264,0.543,1,19.7,26465.88,9.98,6.0,1
90965.34,0.372,0.146,1,6.5,17842.01,8.52,7.0,0
136256.12,0.222,0.802,1,10.1,54075.59,10.33,10.4,0
98066.96,0.356,0.428,0,3.8,26814.59,9.65,2.8,0
57165.49,0.234,0.441,0,10.6,20232.33,6.6,17.9,0
61289.39,0.17,0.305,1,10.5,15614.92,8.93,2.7,0
77572.53,0.204,0.276,0,8.9,28355.43,9.04,9.9,0
92658.57,0.215,0.222,0,21.4,23631.71,6.45,2.1,0
96053.13,0.432,0.339,0,3.0,26960.83,7.52,1.2,0
96646.23,0.246,0.585,0,10.9,14395.35,9.17,12.1,0
59744.28,0.239,0.501,1,9.6,13870.43,11.02,3.7,1
33228.55,0.173,0.656,1,22.7,9675.63,8.8,6.9,0
90069.62,0.298,0.154,0,7.3,23288.62,6.0,1.6,0
37765.64,0.21,0.47,1,8.5,11212.97,7.48,13.5,0
77716.47,0.387,0.612,0,11.4,11119.6,11.49,1.0,0
91334.86,0.365,0.549,0,7.0,26672.53,10.82,6.6,0
37563.18,0.179,0.371,1,8.7,10520.9,8.77,12.5,0
53925.59,0.253,0.686,0,6.0,13437.44,11.18,2.4,1
181385.95,0.356,0.294,1,4.1,57368.52,6.65,5.9,0
54081.91,0.433,0.52,0,4.9,22203.46,9.77,2.5,0
38186.41,0.324,0.487,2,9.9,18176.27,8.6,3.8,0
91738.47,0.148,0.379,1,8.7,22171.1,6.13,5.2,0
46581.62,0.29,0.119,1,3.4,21502.95,7.06,6.3,1
26515.24,0.384,0.37,2,3.7,12435.42,10.52,5.8,1
66237.8,0.462,0.372,2,9.7,8848.97,10.28,8.9,1
36134.73,0.233,0.831,3,11.6,15993.71,11.74,9.8,1
78333.35,0.2,0.529,0,2.0,17304.05,9.82,9.9,0
44482.85,0.526,0.418,0,5.2,11531.05,8.32,10.0,0
106832.8,0.301,0.434,0,5.8,17167.43,8.86,6.6,0
76344.99,0.249,0.635,0,18.1,35355.23,7.39,3.7,0
18674.97,0.235,0.28,0,14.4,5031.1,3.58,11.5,0
71291.39,0.199,0.768,0,19.6,31396.53,10.6,2.0,0
52486.78,0.295,0.137,1,5.7,10182.23,7.52,3.9,0
160294.64,0.269,0.399,0,16.6,31225.71,6.11,5.8,0
70308.33,0.359,0.345,2,3.6,22146.92,8.42,6.9,1
99153.31,0.27,0.459,2,9.4,40894.56,4.96,13.2,1
56620.25,0.215,0.256,0,3.8,18840.85,7.41,3.4,0
37579.31,0.318,0.568,4,11.9,14673.08,11.83,4.9,1
53147.52,0.33,0.542,1,7.0,10019.75,10.5,1.6,0
54828.63,0.33,0.264,2,4.5,11647.18,9.71,9.6,0
115393.16,0.153,0.543,1,17.7,29798.98,9.85,5.1,0
55875.31,0.283,0.267,2,9.3,21165.1,5.99,1.4,0
30212.92,0.312,0.472,1,2.0,12884.28,9.22,7.2,1
40681.68,0.28,0.6,1,8.1,12245.24,10.94,10.4,0
133641.7,0.313,0.452,0,1.4,37246.5,6.81,3.1,0
45497.39,0.461,0.538,3,14.2,6598.96,9.97,6.5,1
51576.23,0.431,0.645,0,10.3,22497.21,12.45,7.1,0
122722.0,0.37,0.277,0,17.9,55051.01,5.73,4.4,0
51684.68,0.128,0.32,1,10.8,17001.36,7.39,3.6,0
21452.75,0.311,0.141,0,13.4,4694.65,6.81,15.1,0
47212.25,0.24,0.539,0,8.2,11965.2,9.88,9.2,1
72451.05,0.464,0.343,0,4.3,31182.26,9.79,18.1,0
53559.71,0.298,0.459,0,8.7,11633.19,7.06,5.7,0
35203.03,0.339,0.155,1,8.4,9193.67,6.16,0.9,1
132395.49,0.312,0.01,1,12.3,17412.71,7.26,6.9,1
69148.43,0.284,0.46,0,11.8,11999.29,8.82,6.5,0
89262.08,0.436,0.3,0,11.0,6157.53,8.2,5.5,0
81251.18,0.272,0.664,0,8.4,17853.78,10.54,7.8,0
45202.31,0.147,0.576,0,10.7,16260.79,5.9,4.1,0
81878.69,0.29,0.299,0,3.4,28548.33,5.4,6.4,0
93755.77,0.339,0.644,1,24.8,35445.99,9.84,7.5,0
106687.86,0.302,0.513,0,5.6,12034.49,9.63,8.0,0
109054.89,0.271,0.184,0,11.9,24689.69,5.27,22.7,0
104871.13,0.275,0.171,1,7.1,26267.36,9.9,8.0,0
29459.7,0.233,0.641,1,7.3,2848.28,10.4,5.4,0
61717.89,0.217,0.609,2,2.1,22035.59,11.31,9.1,1
40266.67,0.483,0.238,1,3.8,8914.02,7.04,4.3,1
136577.72,0.195,0.324,0,10.2,37458.97,7.48,10.7,0
111546.1,0.285,0.495,0,17.0,12667.71,6.35,4.2,0
33881.77,0.285,0.352,1,22.3,12775.07,5.95,7.7,0
64367.9,0.343,0.245,0,8.8,19651.51,8.7,9.5,0
99493.86,0.099,0.455,1,16.4,37160.99,7.61,9.2,1
101430.66,0.406,0.236,0,17.5,19203.86,5.64,12.9,0
21937.07,0.327,0.307,2,3.8,5375.65,8.9,5.1,0
28929.78,0.146,0.116,0,3.9,11743.61,7.91,3.0,0
68928.04,0.41,0.302,2,11.4,9290.75,12.69,8.6,0
20918.65,0.229,0.021,0,2.2,2990.22,4.66,3.2,0
72260.76,0.441,0.835,0,9.0,7601.53,8.7,4.9,0
87591.77,0.348,0.417,0,10.6,11881.16,8.52,6.0,0
102558.21,0.485,0.379,1,19.9,34490.73,7.45,10.9,0
49754.93,0.37,0.619,0,3.9,12318.47,13.14,7.2,0
59890.23,0.482,0.76,1,2.5,18564.58,11.78,4.7,1
94732.52,0.356,0.06,0,13.9,15941.87,6.98,2.1,0
40902.21,0.477,0.799,1,13.6,3619.49,12.59,0.6,0
117441.92,0.118,0.198,1,13.8,17571.16,7.19,2.8,0
103743.96,0.316,0.231,0,13.5,18731.53,6.66,4.5,0
48655.67,0.353,0.419,0,6.0,18981.41,11.63,8.3,0
52390.76,0.361,0.494,1,4.6,9352.38,8.5,1.9,1
59104.64,0.307,0.533,0,11.5,6210.7,8.68,3.7,0
88593.95,0.258,0.868,0,17.4,41532.56,12.59,1.1,0
61103.67,0.396,0.461,0,14.2,10429.1,8.85,4.1,0
78854.51,0.258,0.61,0,11.7,27903.65,8.04,2.3,0
43117.02,0.345,0.293,1,4.5,12276.37,7.38,19.7,0
31435.95,0.295,1.0,0,3.1,9027.05,12.13,8.6,0
58193.39,0.289,0.655,0,5.8,18238.62,10.39,3.2,1
38869.9,0.301,0.339,2,14.8,5196.98,8.73,1.9,0
99301.65,0.163,0.185,0,32.4,46071.33,4.92,5.7,0
87376.32,0.189,0.077,1,6.2,22163.19,10.55,3.1,0
53133.84,0.174,0.065,1,12.7,12530.85,6.97,7.3,0
94995.46,0.187,0.01,0,7.9,5326.76,7.63,3.9,0
56280.01,0.152,0.01,0,11.4,23731.38,5.45,8.4,0
31232.82,0.157,0.183,0,17.3,11351.53,5.3,6.7,0
53493.41,0.271,0.413,0,15.3,4382.54,7.88,1.5,0
83970.56,0.139,0.114,1,16.0,23787.43,7.92,3.2,0
87860.97,0.351,0.28,0,9.5,28171.06,9.49,7.4,0
76877.01,0.328,0.569,0,1.9,20980.15,10.92,8.4,1
126829.97,0.205,0.089,0,9.4,26456.29,7.17,2.9,0
45050.16,0.3,0.808,0,9.8,8546.39,11.92,7.6,0
59742.58,0.293,0.455,1,7.0,20532.92,10.44,12.5,1
165251.02,0.138,0.091,1,10.6,57678.18,5.68,8.5,0
23203.94,0.25,0.272,0,11.6,2577.98,4.76,1.7,0
74220.02,0.3,0.602,0,4.4,26126.53,9.4,4.9,1
55863.9,0.159,0.246,0,8.5,14915.53,6.64,4.5,0
61879.61,0.318,0.344,0,5.7,23488.98,5.88,9.3,0
54358.04,0.283,0.187,0,15.5,12769.31,8.02,3.3,0
85103.48,0.147,0.381,1,11.3,24722.77,7.41,12.1,1
83796.68,0.229,0.073,0,6.8,13742.66,7.09,1.7,0
42084.48,0.106,0.221,0,1.9,15160.11,8.23,3.3,0
51334.37,0.277,0.447,1,10.3,10809.44,9.46,4.8,0
72974.06,0.252,0.285,0,6.6,14851.05,7.91,7.6,0
75659.2,0.332,0.393,0,15.4,28829.79,9.63,1.6,0
230258.61,0.285,0.617,1,8.1,72635.15,9.79,10.0,0
96097.12,0.404,0.335,0,9.9,24210.22,7.46,4.2,0
28147.0,0.225,0.292,2,19.9,12279.15,7.0,1.6,0
67062.41,0.124,0.412,0,7.2,28016.75,9.88,8.1,0
67856.23,0.405,0.277,1,4.7,15725.95,7.88,4.1,0
47788.77,0.283,0.462,0,23.6,9820.39,10.01,2.6,0
75808.25,0.281,0.723,1,11.2,18952.18,11.42,3.1,0
21822.22,0.327,0.095,0,4.8,4954.79,6.53,6.7,0
85970.57,0.239,0.175,0,14.7,33426.08,6.59,5.2,0
53238.84,0.375,0.248,1,12.6,14288.09,9.62,2.1,0
70739.79,0.305,0.279,1,15.5,7756.92,9.78,2.3,0
130447.61,0.354,0.457,1,15.2,17876.34,10.75,16.2,0
26826.66,0.377,0.811,2,21.8,5096.71,18.26,1.9,1
63860.68,0.174,0.827,1,23.6,14623.99,7.67,3.0,0
94818.37,0.347,0.104,0,3.9,31650.21,7.16,4.8,0
64349.97,0.211,0.378,1,2.7,15937.61,9.49,7.1,0
36008.81,0.199,0.218,1,19.4,8032.39,8.32,12.3,0
135555.35,0.234,0.266,0,4.6,42679.63,7.52,12.8,0
52794.22,0.283,0.794,1,8.3,19853.05,12.84,3.4,0
41610.03,0.517,0.88,0,8.8,13710.71,12.22,24.4,1
66275.12,0.206,0.218,1,25.9,27551.2,6.87,6.0,0
61157.44,0.236,0.672,0,16.8,11872.6,8.18,7.3,0
27090.99,0.447,0.929,2,11.0,7714.66,11.58,6.1,1
72477.94,0.366,0.442,0,4.4,21669.59,8.78,10.1,0
38133.68,0.315,0.532,4,5.9,8088.26,12.61,2.2,1
90779.81,0.372,0.218,1,10.1,28778.14,5.15,8.0,1
83811.04,0.532,0.566,0,20.1,14387.72,11.02,6.8,0
155820.95,0.227,0.343,0,1.1,22808.08,6.65,10.2,0
52831.89,0.508,0.599,0,21.1,6292.99,10.5,6.9,0
37214.68,0.292,0.785,0,8.0,8172.57,11.39,2.0,0
39631.8,0.096,0.162,0,24.9,16990.42,3.5,24.3,0
206170.73,0.276,0.308,0,4.1,27124.47,5.87,2.2,0
80713.59,0.477,0.393,2,14.0,21807.55,11.44,13.7,0
49792.98,0.362,0.276,0,14.7,12664.23,8.75,4.5,0
165863.28,0.42,0.241,0,11.5,30530.2,5.98,3.9,0
110934.39,0.267,0.345,0,6.9,46753.64,7.44,6.0,0
29795.04,0.496,0.406,0,29.0,7704.45,8.43,5.5,0
50895.91,0.357,0.774,0,14.3,12871.93,10.23,4.5,0
61683.29,0.228,0.439,0,15.1,23830.35,7.75,2.3,0
49364.07,0.256,0.308,0,28.1,21035.32,7.16,6.4,0
74920.42,0.066,0.83,0,8.4,17762.24,8.56,4.9,0
93820.46,0.169,0.45,2,12.4,29520.9,8.49,9.5,0
34998.93,0.354,0.489,0,9.6,7741.56,9.26,10.0,0
91363.69,0.225,0.257,0,2.8,11696.46,7.87,1.4,0
133612.33,0.159,0.305,0,8.1,13531.1,7.81,8.6,0
97711.62,0.183,0.01,1,12.8,35076.96,5.54,8.9,0
60971.24,0.275,0.203,2,8.9,26169.16,7.15,12.7,0
67602.24,0.19,0.01,0,15.7,24604.3,7.15,2.5,0
119123.9,0.208,0.712,0,16.1,45289.68,9.02,7.0,0
52073.53,0.28,0.205,0,8.1,7788.87,4.03,16.5,0
71450.47,0.4,0.149,0,9.0,32992.27,3.72,6.3,0
91853.29,0.095,0.247,0,5.6,23372.26,6.21,7.8,0
116131.63,0.328,0.171,2,5.1,39071.13,10.03,3.8,1
39546.0,0.539,0.455,0,4.6,16111.51,11.17,14.1,0
40970.2,0.36,0.55,3,6.9,5504.94,12.16,2.9,1
50016.74,0.195,0.303,0,14.8,7055.8,11.29,7.1,0
79970.56,0.465,0.658,0,16.4,15602.43,9.34,9.8,0
64995.08,0.128,0.01,2,11.1,18803.02,7.51,6.8,0
54413.59,0.264,0.128,0,3.7,15255.42,6.19,1.5,0
47922.79,0.234,0.345,0,7.9,18528.58,7.61,21.7,0
72297.66,0.315,0.426,2,2.7,26365.34,10.86,0.2,1
36384.44,0.373,0.815,0,6.9,13356.62,13.52,3.6,0
46858.41,0.162,0.237,0,12.6,2999.11,7.19,9.6,0
93406.02,0.312,0.643,0,5.4,21364.83,7.54,14.5,0
89905.86,0.112,0.45,0,8.0,5513.58,7.95,7.9,0
121339.53,0.405,0.084,0,4.5,53937.15,7.68,1.8,0
65290.04,0.261,0.267,1,23.6,7737.51,4.68,6.8,0
67116.91,0.233,0.288,0,17.1,7837.33,6.86,0.2,0
75715.57,0.124,0.369,0,6.4,31483.06,9.81,8.6,0
135373.89,0.319,0.774,0,3.0,14578.61,12.7,4.0,0
130880.12,0.234,0.891,0,8.2,57647.82,10.01,4.1,0
117857.51,0.284,0.227,0,9.3,49115.63,7.11,14.3,0
46120.32,0.412,0.53,2,4.8,6229.41,13.8,6.7,0
41344.38,0.364,0.207,1,1.1,8168.49,8.55,5.4,0
102532.92,0.371,0.459,0,28.2,27744.01,6.95,10.1,0
123479.19,0.432,0.245,0,19.4,16652.89,7.47,9.2,0
104113.42,0.332,0.419,0,13.4,12986.18,9.81,0.3,0
74793.84,0.16,0.211,0,3.7,26269.33,4.82,7.3,0
97354.63,0.159,0.368,0,10.4,32725.75,7.05,3.2,0
80752.48,0.358,0.498,0,15.8,19755.04,9.04,9.8,0
87133.55,0.278,0.01,0,19.1,15640.02,6.72,12.0,0
55873.75,0.351,0.78,0,7.7,13744.95,11.32,4.0,0
88314.67,0.283,0.498,0,7.7,11596.86,10.07,7.8,0
49228.84,0.186,0.525,1,10.0,17770.74,7.61,3.8,1
56953.37,0.127,0.06,0,19.2,4992.17,4.71,8.8,0
34217.05,0.266,0.629,0,9.2,5654.74,11.95,2.8,0
34206.31,0.149,0.396,0,14.2,8925.54,6.03,3.5,0
78902.67,0.268,0.39,0,4.5,16920.62,10.28,1.9,0
70764.13,0.189,0.835,0,2.2,22507.55,12.99,7.9,1
96539.67,0.303,0.684,1,6.9,18581.38,12.16,1.2,1
131262.97,0.352,0.295,1,5.1,48601.54,12.3,3.9,1
131161.7,0.339,0.693,0,6.7,43935.53,9.25,2.1,0
236286.42,0.03,0.01,0,11.9,80000.0,4.19,7.0,0
46850.57,0.169,0.208,0,2.1,19278.24,7.63,12.5,0
34100.71,0.281,0.526,0,12.9,3082.89,7.07,3.0,0
90025.56,0.371,0.385,2,7.4,10042.26,9.16,8.4,1
107069.91,0.35,0.418,1,0.5,17000.78,10.14,5.7,0
147882.4,0.375,0.387,1,8.2,19149.26,10.69,5.2,0
